time_ms,throttle,pitch,roll,yaw,m1,m2,m3,m4
56617,1498,-3.77,3.19,0.11,1000,1000,1000,1000
56736,1498,-3.81,3.18,0.16,1000,1000,1000,1000
56921,1498,-3.81,3.2,0.31,1000,1000,1000,1000
57055,1498,-3.82,3.22,0.11,1000,1000,1000,1000
57281,1498,-3.82,3.21,0.24,1000,1000,1000,1000
57419,1498,-3.84,3.22,0.06,1000,1000,1000,1000
57532,1498,-3.82,3.2,0.14,1000,1000,1000,1000
57645,1498,-3.82,3.25,0.18,1000,1000,1000,1000
57800,1498,-3.82,3.21,0.21,1000,1000,1000,1000
57911,1498,-3.84,3.25,0.22,1000,1000,1000,1000
58027,1498,-3.82,3.23,0.36,1000,1000,1000,1000
58161,1498,-3.81,3.2,0.23,1000,1000,1000,1000
58298,1498,-3.82,3.22,0.18,1000,1000,1000,1000
58435,1498,-3.81,3.19,0.02,1000,1000,1000,1000
58573,1498,-3.86,3.2,0.12,1000,1000,1000,1000
58688,1498,-3.83,3.2,0.18,1000,1000,1000,1000
58803,1498,-3.82,3.23,0.18,1000,1000,1000,1000
58933,1498,-3.84,3.18,0.2,1000,1000,1000,1000
59049,1498,-3.81,3.18,0.16,1000,1000,1000,1000
59160,1498,-3.83,3.19,0.11,1000,1000,1000,1000
59277,1498,-3.84,3.19,0.06,1000,1000,1000,1000
59382,1498,-3.8,3.2,0.24,1000,1000,1000,1000
59502,1498,-3.82,3.21,0.43,1000,1000,1000,1000
59631,1498,-3.86,3.2,0.08,1000,1000,1000,1000
59837,1498,-3.84,3.2,0.1,1000,1000,1000,1000
59974,1498,-3.84,3.21,0.18,1000,1000,1000,1000
60112,1498,-3.83,3.2,-0.07,1000,1000,1000,1000
60226,1498,-3.8,3.22,0.11,1000,1000,1000,1000
60365,1498,-3.82,3.19,0.18,1000,1000,1000,1000
60474,1498,-3.83,3.22,0.23,1000,1000,1000,1000
60612,1498,-3.82,3.21,0.19,1000,1000,1000,1000
60752,1498,-3.83,3.21,0.05,1000,1000,1000,1000
60867,1499,-3.8,3.24,0.16,1000,1000,1000,1000
61005,1498,-3.83,3.21,0.33,1000,1000,1000,1000
61143,1498,-3.81,3.24,0.19,1000,1000,1000,1000
61254,1498,-3.83,3.21,0.18,1000,1000,1000,1000
61391,1498,-3.81,3.21,0.11,1000,1000,1000,1000
61527,1499,-3.81,3.21,0.18,1000,1000,1000,1000
61636,1498,-3.82,3.23,0.2,1000,1000,1000,1000
61767,1498,-3.78,3.25,0.11,1000,1000,1000,1000
61885,1498,-3.8,3.23,0.2,1000,1000,1000,1000
62022,1498,-3.83,3.24,0.33,1000,1000,1000,1000
62133,1498,-3.79,3.23,0.05,1000,1000,1000,1000
62250,1499,-3.78,3.21,0.28,1000,1000,1000,1000
62379,1498,-3.8,3.21,0.24,1000,1000,1000,1000
62497,1498,-3.83,3.23,0.21,1000,1000,1000,1000
62635,1498,-3.79,3.22,0.18,1000,1000,1000,1000
62772,1498,-3.83,3.19,0.3,1000,1000,1000,1000
62886,1498,-3.83,3.15,0.17,1000,1000,1000,1000
63025,1498,-3.81,3.19,0.18,1000,1000,1000,1000
63158,1498,-3.8,3.19,0.12,1000,1000,1000,1000
63296,1498,-3.81,3.19,0.23,1000,1000,1000,1000
63429,1498,-3.84,3.23,0.22,1000,1000,1000,1000
63568,1498,-3.8,3.2,0.08,1000,1000,1000,1000
63732,1498,-3.79,3.23,0.25,1000,1000,1000,1000
63867,1498,-3.8,3.2,0.28,1000,1000,1000,1000
63983,1498,-3.78,3.23,0.1,1000,1000,1000,1000
64116,1498,-3.82,3.22,0.14,1000,1000,1000,1000
64250,1498,-3.82,3.23,0.05,1000,1000,1000,1000
64365,1498,-3.83,3.21,0.05,1000,1000,1000,1000
64480,1498,-3.83,3.24,0.15,1000,1000,1000,1000
64594,1498,-3.83,3.25,0.25,1000,1000,1000,1000
64728,1498,-3.85,3.22,0.02,1000,1000,1000,1000
64843,1498,-3.84,3.2,0.29,1000,1000,1000,1000
64978,1499,-3.81,3.18,0.23,1000,1000,1000,1000
65140,1498,-3.82,3.17,0.15,1000,1000,1000,1000
65275,1498,-3.85,3.18,0.04,1000,1000,1000,1000
65391,1498,-3.83,3.22,0.11,1000,1000,1000,1000
65575,1498,-3.81,3.21,0.08,1000,1000,1000,1000
65706,1498,-3.84,3.22,0.06,1000,1000,1000,1000
65823,1498,-3.86,3.21,0.28,1000,1000,1000,1000
65937,1498,-3.84,3.2,0.21,1000,1000,1000,1000
66074,1498,-3.86,3.18,0.31,1000,1000,1000,1000
66187,1498,-3.85,3.17,0.24,1000,1000,1000,1000
66348,1498,-3.8,3.22,0.09,1000,1000,1000,1000
66460,1498,-3.81,3.21,0.17,1000,1000,1000,1000
66599,1498,-3.83,3.22,0.04,1000,1000,1000,1000
66738,1498,-3.81,3.23,0.24,1000,1000,1000,1000
66869,1498,-3.78,3.24,0.14,1000,1000,1000,1000
66983,1498,-3.78,3.24,0.26,1000,1000,1000,1000
67101,1498,-3.81,3.22,0.15,1000,1000,1000,1000
67210,1498,-3.82,3.23,0.11,1000,1000,1000,1000
67344,1498,-3.78,3.2,0.06,1000,1000,1000,1000
67461,1498,-3.79,3.21,0.28,1000,1000,1000,1000
67598,1498,-3.8,3.21,0.22,1000,1000,1000,1000
67709,1498,-3.81,3.21,0.22,1000,1000,1000,1000
67827,1498,-3.84,3.22,0.08,1000,1000,1000,1000
67960,1498,-3.85,3.23,0.14,1000,1000,1000,1000
68099,1498,-3.87,3.23,0.1,1000,1000,1000,1000
68237,1498,-3.8,3.21,0.13,1000,1000,1000,1000
68375,1498,-3.83,3.23,0.06,1000,1000,1000,1000
68487,1498,-3.85,3.21,0.23,1000,1000,1000,1000
68604,1498,-3.84,3.19,0.21,1000,1000,1000,1000
68738,1498,-3.8,3.19,0.21,1000,1000,1000,1000
68856,1498,-3.81,3.19,0.13,1000,1000,1000,1000
68973,1498,-3.82,3.19,0.02,1000,1000,1000,1000
69082,1498,-3.79,3.23,0.13,1000,1000,1000,1000
69221,1498,-3.79,3.19,0.25,1000,1000,1000,1000
69337,1498,-3.8,3.22,0.18,1000,1000,1000,1000
69470,1498,-3.78,3.21,0.2,1000,1000,1000,1000
69608,1498,-3.81,3.24,0.25,1000,1000,1000,1000
69746,1498,-3.81,3.22,0.24,1000,1000,1000,1000
69881,1498,-3.83,3.22,0.22,1000,1000,1000,1000
70019,1498,-3.79,3.22,0.16,1000,1000,1000,1000
70135,1498,-3.78,3.22,0.3,1000,1000,1000,1000
70250,1498,-3.79,3.21,0.21,1000,1000,1000,1000
70379,1498,-3.83,3.22,0.21,1000,1000,1000,1000
70492,1498,-3.8,3.22,-0.03,1000,1000,1000,1000
70632,1498,-3.85,3.25,0.17,1000,1000,1000,1000
70813,1498,-3.86,3.24,0.11,1000,1000,1000,1000
70925,1498,-3.84,3.23,0.24,1000,1000,1000,1000
71062,1498,-3.81,3.21,0.17,1000,1000,1000,1000
71201,1498,-3.84,3.24,0.18,1000,1000,1000,1000
71331,1498,-3.79,3.26,0.26,1000,1000,1000,1000
71467,1498,-3.83,3.25,0.13,1000,1000,1000,1000
71582,1498,-3.83,3.2,0.01,1000,1000,1000,1000
71693,1498,-3.8,3.22,0.15,1000,1000,1000,1000
71830,1498,-3.8,3.23,0.27,1000,1000,1000,1000
71988,1498,-3.82,3.23,0.15,1000,1000,1000,1000
72105,1498,-3.82,3.22,0.14,1000,1000,1000,1000
72220,1498,-3.81,3.2,0.15,1000,1000,1000,1000
72357,1498,-3.79,3.23,0.13,1000,1000,1000,1000
72472,1498,-3.77,3.23,0.11,1000,1000,1000,1000
72608,1498,-3.82,3.2,0.2,1000,1000,1000,1000
72746,1498,-3.78,3.16,0.15,1000,1000,1000,1000
72974,1498,-3.85,3.19,0.21,1000,1000,1000,1000
73105,1498,-3.83,3.22,0.21,1000,1000,1000,1000
73223,1498,-3.84,3.18,0.24,1000,1000,1000,1000
73360,1498,-3.83,3.23,0.21,1000,1000,1000,1000
73473,1498,-3.84,3.22,0.13,1000,1000,1000,1000
73589,1498,-3.84,3.23,0.27,1000,1000,1000,1000
73723,1499,-3.82,3.2,0.22,1000,1000,1000,1000
73821,1499,-3.79,3.2,0.23,1000,1000,1000,1000
74000,1498,-3.79,3.23,0.08,1000,1000,1000,1000
74138,1498,-3.81,3.24,0.06,1000,1000,1000,1000
74276,1498,-3.83,3.22,0.03,1000,1000,1000,1000
74413,1498,-3.82,3.24,0.29,1000,1000,1000,1000
74550,1498,-3.8,3.22,0.21,1000,1000,1000,1000
74686,1498,-3.81,3.23,0.25,1000,1000,1000,1000
74804,1499,-3.81,3.24,0.16,1000,1000,1000,1000
74961,1498,-3.82,3.22,0.37,1000,1000,1000,1000
75121,1498,-3.78,3.23,0.21,1000,1000,1000,1000
75230,1498,-3.78,3.24,0.19,1000,1000,1000,1000
75364,1498,-3.82,3.23,0.09,1000,1000,1000,1000
75482,1498,-3.8,3.22,0.18,1000,1000,1000,1000
75597,1498,-3.82,3.2,0.22,1000,1000,1000,1000
75731,1498,-3.84,3.21,0.25,1000,1000,1000,1000
75844,1498,-3.82,3.21,0.18,1000,1000,1000,1000
75982,1498,-3.82,3.21,0.16,1000,1000,1000,1000
76120,1498,-3.84,3.21,0.11,1000,1000,1000,1000
76235,1498,-3.79,3.19,0.15,1000,1000,1000,1000
76368,1498,-3.82,3.21,0.18,1000,1000,1000,1000
76502,1498,-3.83,3.22,0.03,1000,1000,1000,1000
76616,1498,-3.82,3.22,0.2,1000,1000,1000,1000
76734,1498,-3.82,3.21,0.16,1000,1000,1000,1000
76847,1498,-3.82,3.23,0.27,1000,1000,1000,1000
76984,1498,-3.8,3.2,0.23,1000,1000,1000,1000
77123,1498,-3.81,3.17,0.22,1000,1000,1000,1000
77259,1498,-3.76,3.19,0.2,1000,1000,1000,1000
77372,1498,-3.76,3.19,0.24,1000,1000,1000,1000
77507,1498,-3.81,3.21,0.18,1000,1000,1000,1000
77623,1498,-3.8,3.24,0.13,1000,1000,1000,1000
77761,1498,-3.8,3.21,0.22,1000,1000,1000,1000
77940,1498,-3.81,3.24,0.07,1000,1000,1000,1000
78055,1498,-3.79,3.22,0.34,1000,1000,1000,1000
78190,1498,-3.81,3.27,0.06,1000,1000,1000,1000
78331,1498,-3.78,3.24,0.16,1000,1000,1000,1000
78466,1498,-3.78,3.21,0.15,1000,1000,1000,1000
78581,1498,-3.79,3.2,0.32,1000,1000,1000,1000
78717,1498,-3.75,3.19,0.29,1000,1000,1000,1000
78852,1498,-3.78,3.23,0.05,1000,1000,1000,1000
78985,1498,-3.75,3.23,0.11,1000,1000,1000,1000
79103,1498,-3.77,3.22,0.34,1000,1000,1000,1000
79212,1498,-3.81,3.2,0.09,1000,1000,1000,1000
79352,1498,-3.84,3.17,0.15,1000,1000,1000,1000
79491,1498,-3.82,3.2,0.3,1000,1000,1000,1000
79627,1498,-3.82,3.2,0.05,1000,1000,1000,1000
79765,1498,-3.82,3.21,0.2,1000,1000,1000,1000
79900,1498,-3.84,3.22,0.15,1000,1000,1000,1000
80036,1498,-3.8,3.22,0.21,1000,1000,1000,1000
80154,1498,-3.78,3.24,0.24,1000,1000,1000,1000
80267,1499,-3.8,3.23,0.01,1000,1000,1000,1000
80382,1498,-3.8,3.25,0.19,1000,1000,1000,1000
80520,1498,-3.75,3.23,0.2,1000,1000,1000,1000
80657,1498,-3.78,3.24,0.13,1000,1000,1000,1000
80791,1498,-3.83,3.21,0.08,1000,1000,1000,1000
80906,1498,-3.81,3.2,0.08,1000,1000,1000,1000
81046,1498,-3.8,3.19,0.34,1000,1000,1000,1000
81158,1498,-3.81,3.19,0.08,1000,1000,1000,1000
81295,1498,-3.8,3.17,0.26,1000,1000,1000,1000
81409,1498,-3.87,3.22,0.21,1000,1000,1000,1000
81521,1498,-3.84,3.17,0.09,1000,1000,1000,1000
81704,1498,-3.83,3.23,0.13,1000,1000,1000,1000
81841,1498,-3.84,3.24,0.16,1000,1000,1000,1000
81974,1498,-3.84,3.21,0.15,1000,1000,1000,1000
82092,1498,-3.82,3.21,0.09,1000,1000,1000,1000
82230,1498,-3.84,3.2,0.25,1000,1000,1000,1000
82368,1498,-3.82,3.19,0.14,1000,1000,1000,1000
82501,1498,-3.81,3.23,0.21,1000,1000,1000,1000
82619,1498,-3.83,3.22,0.19,1000,1000,1000,1000
82801,1498,-3.84,3.21,0.02,1000,1000,1000,1000
82941,1498,-3.81,3.24,0.08,1000,1000,1000,1000
83077,1498,-3.78,3.24,0.21,1000,1000,1000,1000
83214,1498,-3.8,3.25,0.18,1000,1000,1000,1000
83354,1498,-3.8,3.23,0.31,1000,1000,1000,1000
83512,1498,-3.79,3.23,0.21,1000,1000,1000,1000
83623,1498,-3.83,3.21,0.22,1000,1000,1000,1000
83740,1498,-3.84,3.22,0.22,1000,1000,1000,1000
83878,1498,-3.84,3.21,0.05,1000,1000,1000,1000
84016,1498,-3.83,3.24,0.1,1000,1000,1000,1000
84218,1498,-3.82,3.24,0.12,1000,1000,1000,1000
84334,1498,-3.82,3.23,0.29,1000,1000,1000,1000
84443,1498,-3.83,3.23,0.28,1000,1000,1000,1000
84563,1498,-3.8,3.25,0.24,1000,1000,1000,1000
84699,1498,-3.82,3.24,0.33,1000,1000,1000,1000
84832,1498,-3.8,3.23,0.3,1000,1000,1000,1000
85036,1498,-3.81,3.22,0.14,1000,1000,1000,1000
85176,1498,-3.82,3.22,0.25,1000,1000,1000,1000
85293,1498,-3.8,3.22,0.21,1000,1000,1000,1000
85449,1498,-3.81,3.19,0.09,1000,1000,1000,1000
85679,1498,-3.8,3.2,0.09,1000,1000,1000,1000
85813,1498,-3.79,3.2,0.0,1000,1000,1000,1000
85926,1498,-3.78,3.19,0.12,1000,1000,1000,1000
86042,1498,-3.81,3.17,0.31,1000,1000,1000,1000
86178,1498,-3.79,3.24,0.24,1000,1000,1000,1000
86316,1498,-3.82,3.23,0.06,1000,1000,1000,1000
86427,1498,-3.81,3.21,0.05,1000,1000,1000,1000
86563,1499,-3.79,3.2,0.27,1000,1000,1000,1000
86676,1498,-3.79,3.23,0.18,1000,1000,1000,1000
86859,1498,-3.8,3.24,0.06,1000,1000,1000,1000
86997,1498,-3.79,3.24,0.35,1000,1000,1000,1000
87176,1498,-3.78,3.23,0.2,1000,1000,1000,1000
87316,1498,-3.8,3.19,0.27,1000,1000,1000,1000
87494,1498,-3.82,3.22,0.38,1000,1000,1000,1000
87634,1498,-3.83,3.23,0.18,1000,1000,1000,1000
87817,1498,-3.82,3.19,0.09,1000,1000,1000,1000
87952,1498,-3.8,3.22,0.19,1000,1000,1000,1000
88065,1498,-3.78,3.22,0.19,1000,1000,1000,1000
88182,1499,-3.83,3.22,0.25,1000,1000,1000,1000
88320,1498,-3.84,3.21,0.19,1000,1000,1000,1000
88458,1498,-3.8,3.21,0.21,1000,1000,1000,1000
88569,1498,-3.82,3.22,0.27,1000,1000,1000,1000
88706,1498,-3.83,3.22,0.15,1000,1000,1000,1000
88822,1498,-3.78,3.19,0.28,1000,1000,1000,1000
88960,1498,-3.82,3.19,0.11,1000,1000,1000,1000
89072,1498,-3.84,3.22,0.47,1000,1000,1000,1000
89206,1498,-3.85,3.19,0.23,1000,1000,1000,1000
89324,1498,-3.85,3.24,0.31,1000,1000,1000,1000
89462,1498,-3.81,3.24,0.19,1000,1000,1000,1000
89595,1498,-3.81,3.26,0.08,1000,1000,1000,1000
89732,1498,-3.79,3.23,0.2,1000,1000,1000,1000
89870,1498,-3.81,3.23,0.24,1000,1000,1000,1000
89982,1498,-3.81,3.25,0.3,1000,1000,1000,1000
90121,1498,-3.81,3.26,0.25,1000,1000,1000,1000
90259,1498,-3.81,3.22,0.15,1000,1000,1000,1000
90396,1498,-3.83,3.23,0.15,1000,1000,1000,1000
90509,1498,-3.79,3.21,0.14,1000,1000,1000,1000
90689,1498,-3.82,3.23,0.25,1000,1000,1000,1000
90798,1498,-3.79,3.24,0.34,1000,1000,1000,1000
90936,1498,-3.79,3.24,0.49,1000,1000,1000,1000
91049,1498,-3.83,3.24,0.4,1000,1000,1000,1000
91189,1498,-3.82,3.19,0.2,1000,1000,1000,1000
91325,1498,-3.79,3.17,0.16,1000,1000,1000,1000
91462,1498,-3.82,3.22,0.23,1000,1000,1000,1000
91573,1498,-3.83,3.22,0.02,1000,1000,1000,1000
91713,1498,-3.84,3.2,0.34,1000,1000,1000,1000
91822,1498,-3.84,3.21,0.19,1000,1000,1000,1000
91958,1498,-3.81,3.22,0.09,1000,1000,1000,1000
92142,1498,-3.77,3.22,0.18,1000,1000,1000,1000
92257,1498,-3.79,3.21,0.23,1000,1000,1000,1000
92375,1498,-3.81,3.24,0.07,1000,1000,1000,1000
92510,1498,-3.83,3.22,0.29,1000,1000,1000,1000
92650,1498,-3.81,3.24,0.08,1000,1000,1000,1000
92829,1498,-3.8,3.22,0.43,1000,1000,1000,1000
92946,1498,-3.85,3.24,0.27,1000,1000,1000,1000
93084,1498,-3.81,3.22,0.12,1000,1000,1000,1000
93224,1498,-3.76,3.21,0.24,1000,1000,1000,1000
93358,1498,-3.78,3.22,0.19,1000,1000,1000,1000
93565,1498,-3.78,3.21,0.25,1000,1000,1000,1000
93678,1498,-3.79,3.21,0.21,1000,1000,1000,1000
93816,1498,-3.79,3.2,0.21,1000,1000,1000,1000
93954,1498,-3.81,3.23,0.25,1000,1000,1000,1000
94065,1498,-3.77,3.23,0.06,1000,1000,1000,1000
94204,1498,-3.76,3.22,0.2,1000,1000,1000,1000
94316,1498,-3.77,3.21,0.22,1000,1000,1000,1000
94434,1498,-3.77,3.22,0.14,1000,1000,1000,1000
94546,1498,-3.79,3.22,0.2,1000,1000,1000,1000
94725,1498,-3.79,3.22,0.19,1000,1000,1000,1000
94861,1498,-3.77,3.23,0.03,1000,1000,1000,1000
94997,1498,-3.81,3.21,0.16,1000,1000,1000,1000
95110,1498,-3.8,3.2,0.22,1000,1000,1000,1000
95225,1498,-3.81,3.23,0.11,1000,1000,1000,1000
95343,1498,-3.79,3.24,0.41,1000,1000,1000,1000
95453,1498,-3.77,3.22,0.26,1000,1000,1000,1000
95571,1498,-3.8,3.22,0.1,1000,1000,1000,1000
95705,1498,-3.81,3.23,0.19,1000,1000,1000,1000
95842,1498,-3.83,3.25,0.12,1000,1000,1000,1000
95980,1498,-3.78,3.25,0.11,1000,1000,1000,1000
96160,1498,-3.8,3.23,0.09,1000,1000,1000,1000
96271,1498,-3.83,3.22,0.09,1000,1000,1000,1000
96389,1498,-3.83,3.24,0.16,1000,1000,1000,1000
96523,1498,-3.82,3.22,0.21,1000,1000,1000,1000
96656,1498,-3.82,3.2,0.15,1000,1000,1000,1000
96776,1498,-3.82,3.22,0.12,1000,1000,1000,1000
96908,1498,-3.79,3.21,0.3,1000,1000,1000,1000
97085,1498,-3.79,3.19,0.18,1000,1000,1000,1000
97243,1498,-3.84,3.21,0.07,1000,1000,1000,1000
97474,1498,-3.78,3.21,0.13,1000,1000,1000,1000
97635,1498,-3.81,3.21,0.15,1000,1000,1000,1000
97749,1498,-3.82,3.21,0.07,1000,1000,1000,1000
97860,1498,-3.79,3.19,0.11,1000,1000,1000,1000
97978,1499,-3.82,3.19,0.25,1000,1000,1000,1000
98093,1498,-3.83,3.21,0.14,1000,1000,1000,1000
98248,1498,-3.8,3.23,0.28,1000,1000,1000,1000
98366,1498,-3.8,3.2,0.27,1000,1000,1000,1000
98504,1498,-3.83,3.2,0.24,1000,1000,1000,1000
98641,1498,-3.85,3.19,0.17,1000,1000,1000,1000
98753,1499,-3.81,3.22,0.05,1000,1000,1000,1000
98894,1498,-3.8,3.22,0.06,1000,1000,1000,1000
99030,1498,-3.8,3.23,0.11,1000,1000,1000,1000
99168,1498,-3.8,3.22,0.12,1000,1000,1000,1000
99279,1498,-3.82,3.19,0.15,1000,1000,1000,1000
99391,1498,-3.8,3.2,0.18,1000,1000,1000,1000
99504,1498,-3.82,3.19,0.15,1000,1000,1000,1000
99665,1498,-3.8,3.23,0.05,1000,1000,1000,1000
99802,1498,-3.85,3.2,0.25,1000,1000,1000,1000
99914,1499,-3.81,3.22,0.48,1000,1000,1000,1000
100097,1499,-3.8,3.23,0.29,1000,1000,1000,1000
100260,1498,-3.81,3.23,0.18,1000,1000,1000,1000
100373,1498,-3.81,3.25,0.2,1000,1000,1000,1000
100488,1498,-3.8,3.25,0.21,1000,1000,1000,1000
100626,1498,-3.8,3.25,0.06,1000,1000,1000,1000
100763,1498,-3.83,3.26,0.21,1000,1000,1000,1000
100993,1498,-3.79,3.25,0.18,1000,1000,1000,1000
101106,1499,-3.8,3.24,0.05,1000,1000,1000,1000
101244,1499,-3.82,3.23,0.37,1000,1000,1000,1000
101378,1498,-3.78,3.22,0.2,1000,1000,1000,1000
101489,1498,-3.79,3.2,0.32,1000,1000,1000,1000
101625,1498,-3.81,3.22,0.24,1000,1000,1000,1000
101806,1498,-3.83,3.23,0.37,1000,1000,1000,1000
101944,1498,-3.81,3.22,0.22,1000,1000,1000,1000
102058,1498,-3.82,3.21,0.24,1000,1000,1000,1000
102201,1498,-3.83,3.23,0.19,1000,1000,1000,1000
102313,1498,-3.85,3.25,0.18,1000,1000,1000,1000
102428,1498,-3.82,3.24,0.08,1000,1000,1000,1000
102562,1498,-3.82,3.26,0.2,1000,1000,1000,1000
102695,1498,-3.8,3.24,0.34,1000,1000,1000,1000
102810,1498,-3.78,3.2,0.1,1000,1000,1000,1000
102925,1498,-3.78,3.21,0.15,1000,1000,1000,1000
103042,1498,-3.77,3.21,0.18,1000,1000,1000,1000
103177,1498,-3.79,3.22,0.17,1000,1000,1000,1000
103313,1498,-3.79,3.2,0.2,1000,1000,1000,1000
103428,1498,-3.76,3.16,0.27,1000,1000,1000,1000
103541,1498,-3.73,3.15,0.18,1000,1000,1000,1000
103722,1499,-3.78,3.19,0.3,1000,1000,1000,1000
103833,1498,-3.8,3.18,0.3,1000,1000,1000,1000
103949,1499,-3.8,3.21,0.22,1000,1000,1000,1000
104064,1498,-3.79,3.23,0.29,1000,1000,1000,1000
104173,1498,-3.8,3.22,0.15,1000,1000,1000,1000
104291,1498,-3.79,3.23,0.31,1000,1000,1000,1000
104427,1498,-3.8,3.23,0.38,1000,1000,1000,1000
104634,1498,-3.82,3.18,0.22,1000,1000,1000,1000
104771,1498,-3.81,3.19,0.11,1000,1000,1000,1000
104904,1499,-3.79,3.2,0.08,1000,1000,1000,1000
105039,1498,-3.84,3.22,0.22,1000,1000,1000,1000
105272,1498,-3.83,3.22,0.27,1000,1000,1000,1000
105406,1498,-3.8,3.22,0.31,1000,1000,1000,1000
105592,1498,-3.79,3.23,0.15,1000,1000,1000,1000
105749,1498,-3.79,3.21,0.16,1000,1000,1000,1000
105886,1498,-3.81,3.21,0.17,1000,1000,1000,1000
105997,1498,-3.82,3.22,0.21,1000,1000,1000,1000
106131,1498,-3.82,3.21,0.18,1000,1000,1000,1000
106245,1498,-3.81,3.22,0.26,1000,1000,1000,1000
106406,1498,-3.84,3.21,0.11,1000,1000,1000,1000
106537,1498,-3.82,3.2,0.14,1000,1000,1000,1000
106655,1498,-3.8,3.2,0.27,1000,1000,1000,1000
106788,1498,-3.78,3.22,0.24,1000,1000,1000,1000
106903,1498,-3.81,3.22,0.19,1000,1000,1000,1000
107041,1498,-3.79,3.19,0.2,1000,1000,1000,1000
107181,1498,-3.78,3.18,0.4,1000,1000,1000,1000
107358,1498,-3.8,3.21,0.18,1000,1000,1000,1000
107468,1498,-3.76,3.22,0.05,1000,1000,1000,1000
107609,1498,-3.79,3.25,0.22,1000,1000,1000,1000
107794,1498,-3.79,3.21,0.15,1000,1000,1000,1000
107908,1498,-3.81,3.2,0.05,1000,1000,1000,1000
108021,1498,-3.82,3.2,0.0,1000,1000,1000,1000
108156,1498,-3.82,3.23,0.15,1000,1000,1000,1000
108337,1498,-3.81,3.26,0.11,1000,1000,1000,1000
108475,1498,-3.84,3.23,0.11,1000,1000,1000,1000
108612,1498,-3.8,3.22,0.08,1000,1000,1000,1000
108728,1498,-3.83,3.22,0.1,1000,1000,1000,1000
108861,1498,-3.82,3.2,0.11,1000,1000,1000,1000
108976,1498,-3.81,3.2,0.21,1000,1000,1000,1000
109113,1498,-3.81,3.2,0.1,1000,1000,1000,1000
109250,1498,-3.82,3.19,0.17,1000,1000,1000,1000
109385,1498,-3.79,3.19,0.3,1000,1000,1000,1000
109522,1498,-3.8,3.2,0.33,1000,1000,1000,1000
109656,1498,-3.84,3.23,0.18,1000,1000,1000,1000
109793,1498,-3.82,3.25,0.07,1000,1000,1000,1000
109908,1498,-3.79,3.24,0.27,1000,1000,1000,1000
110048,1498,-3.8,3.26,0.15,1000,1000,1000,1000
110163,1498,-3.81,3.22,0.16,1000,1000,1000,1000
110296,1498,-3.82,3.18,0.22,1000,1000,1000,1000
110408,1498,-3.84,3.18,0.13,1000,1000,1000,1000
110550,1498,-3.81,3.22,0.25,1000,1000,1000,1000
110685,1498,-3.82,3.22,0.18,1000,1000,1000,1000
110803,1498,-3.76,3.25,0.15,1000,1000,1000,1000
110915,1498,-3.8,3.27,0.22,1000,1000,1000,1000
111094,1498,-3.81,3.21,0.21,1000,1000,1000,1000
111259,1498,-3.84,3.25,0.08,1000,1000,1000,1000
111372,1498,-3.78,3.23,0.28,1000,1000,1000,1000
111508,1498,-3.83,3.21,0.22,1000,1000,1000,1000
111693,1498,-3.79,3.22,0.15,1000,1000,1000,1000
111830,1499,-3.79,3.22,0.2,1000,1000,1000,1000
111967,1498,-3.8,3.21,0.15,1000,1000,1000,1000
112101,1498,-3.8,3.19,0.27,1000,1000,1000,1000
112240,1498,-3.81,3.22,0.11,1000,1000,1000,1000
112376,1498,-3.8,3.22,0.28,1000,1000,1000,1000
112489,1498,-3.81,3.21,0.29,1000,1000,1000,1000
112624,1498,-3.76,3.21,0.08,1000,1000,1000,1000
112764,1498,-3.77,3.22,-0.01,1000,1000,1000,1000
112875,1498,-3.8,3.22,0.21,1000,1000,1000,1000
112987,1498,-3.78,3.22,0.22,1000,1000,1000,1000
113122,1498,-3.78,3.2,0.11,1000,1000,1000,1000
113239,1498,-3.81,3.23,0.07,1000,1000,1000,1000
113394,1498,-3.8,3.22,0.19,1000,1000,1000,1000
113511,1498,-3.8,3.21,0.15,1000,1000,1000,1000
113622,1498,-3.8,3.24,0.18,1000,1000,1000,1000
113779,1498,-3.78,3.26,0.3,1000,1000,1000,1000
113917,1498,-3.79,3.24,0.33,1000,1000,1000,1000
114053,1499,-3.83,3.25,0.21,1000,1000,1000,1000
114168,1498,-3.83,3.24,0.22,1000,1000,1000,1000
114279,1498,-3.82,3.26,0.27,1000,1000,1000,1000
114416,1498,-3.79,3.24,0.3,1000,1000,1000,1000
114624,1498,-3.79,3.21,0.18,1000,1000,1000,1000
114755,1498,-3.8,3.22,0.34,1000,1000,1000,1000
114891,1498,-3.82,3.22,0.2,1000,1000,1000,1000
115008,1498,-3.8,3.2,0.31,1000,1000,1000,1000
115145,1498,-3.81,3.24,0.18,1000,1000,1000,1000
115283,1498,-3.8,3.21,0.24,1000,1000,1000,1000
115421,1499,-3.83,3.22,0.14,1000,1000,1000,1000
115532,1498,-3.82,3.23,0.17,1000,1000,1000,1000
115649,1498,-3.8,3.25,0.22,1000,1000,1000,1000
115766,1498,-3.76,3.24,0.13,1000,1000,1000,1000
115897,1498,-3.77,3.23,0.35,1000,1000,1000,1000
116103,1498,-3.82,3.24,0.24,1000,1000,1000,1000
116218,1498,-3.81,3.24,0.35,1000,1000,1000,1000
116336,1498,-3.82,3.25,0.22,1000,1000,1000,1000
116453,1498,-3.8,3.21,0.24,1000,1000,1000,1000
116562,1498,-3.78,3.22,0.16,1000,1000,1000,1000
