time_ms,throttle,pitch,roll,yaw,m1,m2,m3,m4
116702,1498,-3.84,3.26,-0.07,1000,1000,1000,1000
116813,1498,-3.8,3.23,0.2,1000,1000,1000,1000
116954,1498,-3.8,3.23,0.17,1000,1000,1000,1000
117093,1498,-3.8,3.21,0.27,1000,1000,1000,1000
117225,1498,-3.84,3.26,0.25,1000,1000,1000,1000
117367,1498,-3.84,3.27,0.2,1000,1000,1000,1000
117500,1498,-3.82,3.23,0.21,1000,1000,1000,1000
117633,1498,-3.82,3.22,0.18,1000,1000,1000,1000
117771,1498,-3.79,3.21,0.29,1000,1000,1000,1000
117890,1498,-3.82,3.21,0.14,1000,1000,1000,1000
118003,1498,-3.81,3.18,0.14,1000,1000,1000,1000
118117,1498,-3.84,3.22,0.02,1000,1000,1000,1000
118255,1498,-3.78,3.21,0.32,1000,1000,1000,1000
118363,1498,-3.79,3.19,0.21,1000,1000,1000,1000
118481,1498,-3.77,3.17,0.26,1000,1000,1000,1000
118614,1498,-3.78,3.17,0.18,1000,1000,1000,1000
118729,1498,-3.83,3.24,0.22,1000,1000,1000,1000
118842,1498,-3.83,3.23,0.18,1000,1000,1000,1000
118978,1498,-3.76,3.2,0.19,1000,1000,1000,1000
119115,1498,-3.79,3.23,0.01,1000,1000,1000,1000
119252,1498,-3.8,3.25,0.15,1000,1000,1000,1000
119367,1498,-3.81,3.28,0.3,1000,1000,1000,1000
119484,1498,-3.8,3.27,0.16,1000,1000,1000,1000
119618,1498,-3.8,3.25,0.06,1000,1000,1000,1000
119732,1498,-3.79,3.28,0.14,1000,1000,1000,1000
119915,1498,-3.85,3.23,0.23,1000,1000,1000,1000
120051,1498,-3.85,3.23,0.3,1000,1000,1000,1000
120188,1498,-3.82,3.21,0.15,1000,1000,1000,1000
120325,1499,-3.79,3.24,0.11,1000,1000,1000,1000
120463,1499,-3.8,3.23,0.13,1000,1000,1000,1000
120596,1498,-3.81,3.23,0.17,1000,1000,1000,1000
120734,1498,-3.8,3.22,0.4,1000,1000,1000,1000
120871,1498,-3.79,3.19,0.25,1000,1000,1000,1000
121008,1498,-3.81,3.21,0.34,1000,1000,1000,1000
121189,1498,-3.83,3.22,0.15,1000,1000,1000,1000
121306,1498,-3.82,3.23,0.1,1000,1000,1000,1000
121439,1498,-3.81,3.22,0.16,1000,1000,1000,1000
121555,1498,-3.78,3.24,0.15,1000,1000,1000,1000
121671,1498,-3.81,3.18,0.07,1000,1000,1000,1000
121785,1498,-3.82,3.22,0.2,1000,1000,1000,1000
121900,1498,-3.84,3.23,0.22,1000,1000,1000,1000
122034,1498,-3.79,3.23,0.1,1000,1000,1000,1000
122147,1498,-3.84,3.23,0.21,1000,1000,1000,1000
122287,1498,-3.83,3.22,0.23,1000,1000,1000,1000
122423,1498,-3.86,3.21,0.34,1000,1000,1000,1000
122583,1498,-3.84,3.22,0.18,1000,1000,1000,1000
122694,1498,-3.82,3.22,0.15,1000,1000,1000,1000
122812,1498,-3.88,3.2,0.47,1000,1000,1000,1000
122943,1498,-3.85,3.2,0.23,1000,1000,1000,1000
123080,1499,-3.84,3.21,0.16,1000,1000,1000,1000
123198,1498,-3.82,3.22,0.31,1000,1000,1000,1000
123313,1498,-3.83,3.23,0.03,1000,1000,1000,1000
123453,1498,-3.77,3.21,-0.01,1000,1000,1000,1000
123558,1498,-3.78,3.22,0.32,1000,1000,1000,1000
123675,1498,-3.8,3.21,0.2,1000,1000,1000,1000
123838,1498,-3.79,3.19,-0.05,1000,1000,1000,1000
123996,1498,-3.8,3.22,0.25,1000,1000,1000,1000
124134,1498,-3.82,3.21,0.16,1000,1000,1000,1000
124274,1498,-3.82,3.21,0.12,1000,1000,1000,1000
124406,1498,-3.84,3.27,0.22,1000,1000,1000,1000
124542,1498,-3.81,3.24,0.34,1000,1000,1000,1000
124659,1498,-3.85,3.21,0.1,1000,1000,1000,1000
124797,1498,-3.85,3.22,0.36,1000,1000,1000,1000
124912,1498,-3.82,3.22,0.09,1000,1000,1000,1000
125046,1498,-3.83,3.23,0.11,1000,1000,1000,1000
125180,1498,-3.85,3.21,0.14,1000,1000,1000,1000
125296,1498,-3.84,3.21,0.09,1000,1000,1000,1000
125527,1498,-3.82,3.22,0.3,1000,1000,1000,1000
125660,1498,-3.77,3.24,0.31,1000,1000,1000,1000
125797,1498,-3.8,3.23,0.29,1000,1000,1000,1000
125931,1498,-3.77,3.24,0.25,1000,1000,1000,1000
126064,1498,-3.81,3.25,0.24,1000,1000,1000,1000
126227,1498,-3.8,3.23,0.33,1000,1000,1000,1000
126359,1498,-3.82,3.23,0.08,1000,1000,1000,1000
126478,1498,-3.79,3.26,0.36,1000,1000,1000,1000
126589,1498,-3.8,3.24,0.32,1000,1000,1000,1000
126703,1498,-3.81,3.24,0.06,1000,1000,1000,1000
126863,1498,-3.82,3.25,0.3,1000,1000,1000,1000
126997,1498,-3.81,3.24,0.25,1000,1000,1000,1000
127115,1498,-3.81,3.23,0.21,1000,1000,1000,1000
127227,1498,-3.82,3.22,0.08,1000,1000,1000,1000
127363,1498,-3.85,3.21,0.27,1000,1000,1000,1000
127500,1498,-3.83,3.23,0.16,1000,1000,1000,1000
127613,1498,-3.85,3.23,0.21,1000,1000,1000,1000
127751,1498,-3.83,3.24,0.19,1000,1000,1000,1000
127889,1498,-3.82,3.24,0.1,1000,1000,1000,1000
128019,1498,-3.84,3.23,0.15,1000,1000,1000,1000
128161,1498,-3.8,3.24,0.27,1000,1000,1000,1000
128298,1498,-3.83,3.2,0.16,1000,1000,1000,1000
128409,1498,-3.8,3.19,0.32,1000,1000,1000,1000
128549,1498,-3.79,3.21,0.03,1000,1000,1000,1000
128664,1498,-3.8,3.18,0.13,1000,1000,1000,1000
128847,1498,-3.79,3.2,0.24,1000,1000,1000,1000
128984,1498,-3.81,3.18,0.15,1000,1000,1000,1000
129122,1498,-3.8,3.19,0.21,1000,1000,1000,1000
129236,1498,-3.77,3.21,0.11,1000,1000,1000,1000
129373,1498,-3.8,3.24,0.31,1000,1000,1000,1000
129484,1498,-3.8,3.21,0.12,1000,1000,1000,1000
129604,1498,-3.78,3.2,0.15,1000,1000,1000,1000
129713,1498,-3.82,3.2,0.27,1000,1000,1000,1000
129831,1498,-3.81,3.23,0.12,1000,1000,1000,1000
129969,1498,-3.79,3.21,0.08,1000,1000,1000,1000
130080,1498,-3.83,3.22,0.14,1000,1000,1000,1000
130191,1498,-3.79,3.22,0.35,1000,1000,1000,1000
130354,1498,-3.81,3.23,0.12,1000,1000,1000,1000
130515,1498,-3.81,3.22,0.23,1000,1000,1000,1000
130649,1498,-3.8,3.21,0.11,1000,1000,1000,1000
130832,1498,-3.83,3.2,0.13,1000,1000,1000,1000
130969,1498,-3.83,3.2,0.26,1000,1000,1000,1000
131103,1498,-3.82,3.25,0.19,1000,1000,1000,1000
131216,1498,-3.85,3.24,0.28,1000,1000,1000,1000
131351,1498,-3.83,3.26,0.18,1000,1000,1000,1000
131485,1498,-3.82,3.22,0.17,1000,1000,1000,1000
131603,1498,-3.83,3.19,0.05,1000,1000,1000,1000
131740,1498,-3.82,3.2,0.2,1000,1000,1000,1000
131879,1498,-3.82,3.2,0.2,1000,1000,1000,1000
132015,1498,-3.82,3.22,0.16,1000,1000,1000,1000
132152,1498,-3.86,3.22,0.18,1000,1000,1000,1000
132266,1498,-3.8,3.24,0.13,1000,1000,1000,1000
132402,1498,-3.83,3.26,0.05,1000,1000,1000,1000
132518,1498,-3.85,3.24,0.24,1000,1000,1000,1000
132630,1498,-3.83,3.24,0.06,1000,1000,1000,1000
132767,1498,-3.82,3.21,0.2,1000,1000,1000,1000
132884,1498,-3.82,3.21,0.08,1000,1000,1000,1000
133067,1499,-3.82,3.21,0.3,1000,1000,1000,1000
133205,1498,-3.79,3.21,0.4,1000,1000,1000,1000
133339,1498,-3.81,3.23,0.24,1000,1000,1000,1000
133449,1498,-3.8,3.22,0.3,1000,1000,1000,1000
133567,1498,-3.84,3.23,0.16,1000,1000,1000,1000
133703,1498,-3.85,3.21,0.1,1000,1000,1000,1000
133841,1498,-3.81,3.2,0.15,1000,1000,1000,1000
133981,1498,-3.81,3.23,0.36,1000,1000,1000,1000
134112,1498,-3.79,3.26,0.16,1000,1000,1000,1000
134250,1499,-3.79,3.2,0.12,1000,1000,1000,1000
134361,1498,-3.77,3.2,0.24,1000,1000,1000,1000
134479,1498,-3.79,3.22,0.18,1000,1000,1000,1000
134594,1498,-3.81,3.21,0.31,1000,1000,1000,1000
134728,1498,-3.79,3.25,0.17,1000,1000,1000,1000
134863,1498,-3.85,3.23,0.13,1000,1000,1000,1000
134999,1499,-3.83,3.23,0.06,1000,1000,1000,1000
135133,1498,-3.79,3.22,0.31,1000,1000,1000,1000
135271,1498,-3.8,3.23,0.11,1000,1000,1000,1000
135389,1498,-3.83,3.24,0.27,1000,1000,1000,1000
135522,1498,-3.81,3.24,0.21,1000,1000,1000,1000
135660,1498,-3.8,3.24,0.12,1000,1000,1000,1000
135793,1498,-3.78,3.23,0.08,1000,1000,1000,1000
135930,1498,-3.79,3.22,0.06,1000,1000,1000,1000
136068,1498,-3.81,3.24,0.18,1000,1000,1000,1000
136207,1498,-3.81,3.24,0.24,1000,1000,1000,1000
136339,1498,-3.79,3.22,0.09,1000,1000,1000,1000
136477,1498,-3.83,3.22,0.19,1000,1000,1000,1000
136588,1498,-3.81,3.18,0.11,1000,1000,1000,1000
136729,1498,-3.78,3.16,0.34,1000,1000,1000,1000
136840,1498,-3.77,3.2,0.24,1000,1000,1000,1000
136955,1498,-3.81,3.16,0.27,1000,1000,1000,1000
137136,1498,-3.82,3.2,0.34,1000,1000,1000,1000
137272,1498,-3.8,3.21,0.33,1000,1000,1000,1000
137383,1498,-3.79,3.23,0.15,1000,1000,1000,1000
137497,1498,-3.82,3.24,0.34,1000,1000,1000,1000
137630,1498,-3.83,3.22,0.24,1000,1000,1000,1000
137795,1498,-3.77,3.2,0.16,1000,1000,1000,1000
137929,1498,-3.78,3.2,0.24,1000,1000,1000,1000
138046,1498,-3.83,3.23,0.18,1000,1000,1000,1000
138183,1498,-3.81,3.2,0.3,1000,1000,1000,1000
138317,1498,-3.79,3.2,0.02,1000,1000,1000,1000
138428,1498,-3.81,3.22,0.33,1000,1000,1000,1000
138566,1498,-3.81,3.27,0.17,1000,1000,1000,1000
138683,1498,-3.82,3.23,0.29,1000,1000,1000,1000
138821,1498,-3.8,3.21,0.24,1000,1000,1000,1000
138936,1498,-3.78,3.26,0.15,1000,1000,1000,1000
139072,1498,-3.81,3.21,0.07,1000,1000,1000,1000
139210,1498,-3.84,3.21,0.19,1000,1000,1000,1000
139348,1498,-3.79,3.21,0.31,1000,1000,1000,1000
139481,1498,-3.79,3.22,0.22,1000,1000,1000,1000
139645,1498,-3.79,3.21,0.16,1000,1000,1000,1000
139779,1498,-3.78,3.2,0.17,1000,1000,1000,1000
139897,1498,-3.78,3.19,0.13,1000,1000,1000,1000
140036,1498,-3.81,3.21,0.06,1000,1000,1000,1000
140150,1498,-3.82,3.23,0.21,1000,1000,1000,1000
140263,1498,-3.8,3.21,0.27,1000,1000,1000,1000
140374,1499,-3.8,3.22,0.1,1000,1000,1000,1000
140511,1498,-3.84,3.21,0.11,1000,1000,1000,1000
140655,1498,-3.84,3.23,0.17,1000,1000,1000,1000
140766,1498,-3.81,3.24,0.2,1000,1000,1000,1000
140875,1498,-3.85,3.25,0.09,1000,1000,1000,1000
140992,1498,-3.83,3.29,0.21,1000,1000,1000,1000
141103,1498,-3.81,3.26,0.07,1000,1000,1000,1000
141240,1498,-3.83,3.25,0.12,1000,1000,1000,1000
141379,1498,-3.79,3.25,0.14,1000,1000,1000,1000
141540,1498,-3.81,3.22,0.05,1000,1000,1000,1000
141678,1498,-3.82,3.22,0.27,1000,1000,1000,1000
141790,1498,-3.8,3.24,0.01,1000,1000,1000,1000
141901,1498,-3.78,3.22,0.15,1000,1000,1000,1000
142042,1498,-3.81,3.22,0.32,1000,1000,1000,1000
142154,1498,-3.81,3.22,0.18,1000,1000,1000,1000
142293,1498,-3.79,3.21,0.21,1000,1000,1000,1000
142408,1498,-3.8,3.23,0.22,1000,1000,1000,1000
142541,1498,-3.8,3.21,0.26,1000,1000,1000,1000
142661,1498,-3.78,3.22,0.36,1000,1000,1000,1000
142774,1499,-3.79,3.23,0.05,1000,1000,1000,1000
142911,1498,-3.81,3.23,0.14,1000,1000,1000,1000
143091,1498,-3.82,3.23,-0.01,1000,1000,1000,1000
143230,1498,-3.82,3.22,0.18,1000,1000,1000,1000
143411,1498,-3.79,3.22,0.37,1000,1000,1000,1000
143529,1498,-3.8,3.22,0.15,1000,1000,1000,1000
143640,1498,-3.85,3.25,0.21,1000,1000,1000,1000
143778,1499,-3.85,3.23,0.3,1000,1000,1000,1000
143912,1498,-3.81,3.24,0.25,1000,1000,1000,1000
144029,1498,-3.8,3.24,0.28,1000,1000,1000,1000
144160,1498,-3.82,3.24,0.14,1000,1000,1000,1000
144278,1498,-3.8,3.23,0.38,1000,1000,1000,1000
144411,1498,-3.8,3.19,0.02,1000,1000,1000,1000
144554,1498,-3.82,3.21,0.24,1000,1000,1000,1000
144689,1498,-3.81,3.22,0.18,1000,1000,1000,1000
144823,1498,-3.8,3.2,0.24,1000,1000,1000,1000
144941,1498,-3.78,3.2,0.18,1000,1000,1000,1000
145052,1498,-3.81,3.22,0.15,1000,1000,1000,1000
145186,1498,-3.8,3.2,0.11,1000,1000,1000,1000
145323,1498,-3.8,3.2,0.14,1000,1000,1000,1000
145439,1499,-3.81,3.23,0.29,1000,1000,1000,1000
145575,1499,-3.78,3.22,0.11,1000,1000,1000,1000
145712,1498,-3.78,3.21,0.11,1000,1000,1000,1000
145848,1498,-3.8,3.22,0.18,1000,1000,1000,1000
145983,1499,-3.79,3.22,0.23,1000,1000,1000,1000
146120,1498,-3.83,3.21,0.05,1000,1000,1000,1000
146254,1498,-3.81,3.26,0.13,1000,1000,1000,1000
146395,1498,-3.82,3.24,0.4,1000,1000,1000,1000
146533,1499,-3.83,3.25,0.09,1000,1000,1000,1000
146666,1498,-3.84,3.23,-0.03,1000,1000,1000,1000
146828,1498,-3.84,3.21,0.29,1000,1000,1000,1000
146965,1498,-3.86,3.23,0.05,1000,1000,1000,1000
147148,1498,-3.84,3.24,0.33,1000,1000,1000,1000
147285,1498,-3.79,3.23,0.21,1000,1000,1000,1000
147396,1498,-3.79,3.24,0.15,1000,1000,1000,1000
147530,1498,-3.82,3.22,0.2,1000,1000,1000,1000
147693,1498,-3.84,3.24,0.21,1000,1000,1000,1000
147853,1498,-3.83,3.23,0.29,1000,1000,1000,1000
147991,1498,-3.82,3.23,0.28,1000,1000,1000,1000
148105,1498,-3.8,3.22,0.28,1000,1000,1000,1000
148236,1498,-3.82,3.18,0.18,1000,1000,1000,1000
148370,1482,-3.86,3.22,0.08,1000,1000,1000,1000
148511,1325,-3.85,3.22,0.17,1000,1000,1000,1000
148648,1057,-3.84,3.25,0.15,1000,1000,1000,1000
148759,1000,-3.83,3.24,0.07,1000,1000,1000,1000
148935,1001,-3.82,3.24,0.3,1000,1000,1000,1000
149072,1000,-3.85,3.22,0.28,1000,1000,1000,1000
149183,1001,-3.82,3.22,0.14,1000,1000,1000,1000
149296,1000,-3.82,3.21,0.19,1000,1000,1000,1000
149432,1001,-3.82,3.22,0.27,1000,1000,1000,1000
149540,1000,-3.82,3.22,0.44,1000,1000,1000,1000
149655,1000,-3.82,3.21,0.16,1000,1000,1000,1000
149763,1050,-3.85,3.22,0.18,1050,1050,1080,1050
149878,1050,-3.83,3.21,0.34,1050,1050,1080,1050
150011,1050,-3.78,3.21,0.27,1050,1050,1080,1050
150169,1050,-3.8,3.2,0.29,1050,1050,1080,1050
150281,1050,-3.8,3.22,0.21,1050,1050,1080,1050
150392,1050,-3.79,3.23,0.12,1050,1050,1080,1050
150505,1050,-3.78,3.24,0.44,1050,1050,1080,1050
150619,1050,-3.76,3.23,0.31,1050,1050,1080,1050
150730,1050,-3.78,3.24,0.16,1050,1050,1080,1050
150859,1050,-3.79,3.24,0.03,1050,1050,1080,1050
150996,1050,-3.8,3.21,0.18,1050,1050,1080,1050
151127,1050,-3.8,3.21,0.1,1050,1050,1080,1050
151265,1050,-3.81,3.24,0.21,1050,1050,1080,1050
151399,1050,-3.83,3.21,0.16,1050,1050,1080,1050
151510,1050,-3.85,3.23,0.23,1050,1050,1080,1050
151645,1050,-3.83,3.24,0.27,1050,1050,1080,1050
151756,1050,-3.81,3.24,0.16,1050,1050,1080,1050
151936,1050,-3.87,3.24,0.23,1050,1050,1080,1050
152046,1050,-3.83,3.25,0.1,1050,1050,1080,1050
152160,1050,-3.83,3.22,0.02,1050,1050,1080,1050
152291,1050,-3.84,3.23,0.05,1050,1050,1080,1050
152405,1050,-3.83,3.25,0.16,1050,1050,1080,1050
152514,1050,-3.82,3.23,0.17,1050,1050,1080,1050
152651,1050,-3.78,3.24,0.24,1050,1050,1080,1050
152782,1050,-3.8,3.24,0.18,1050,1050,1080,1050
152894,1050,-3.78,3.25,0.29,1050,1050,1080,1050
153007,1050,-3.8,3.25,0.11,1050,1050,1080,1050
153140,1050,-3.79,3.24,0.14,1050,1050,1080,1050
153254,1050,-3.82,3.28,0.18,1050,1050,1080,1050
153413,1050,-3.81,3.25,0.17,1050,1050,1080,1050
153521,1050,-3.83,3.22,0.18,1050,1050,1080,1050
153634,1050,-3.85,3.24,0.21,1050,1050,1080,1050
153746,1050,-3.87,3.24,0.24,1050,1050,1080,1050
153879,1050,-3.86,3.24,0.11,1050,1050,1080,1050
154012,1050,-3.86,3.24,0.27,1050,1050,1080,1050
154122,1050,-3.84,3.22,0.14,1050,1050,1080,1050
154259,1050,-3.83,3.26,0.24,1050,1050,1080,1050
154392,1050,-3.85,3.24,0.34,1050,1050,1080,1050
154507,1050,-3.82,3.25,0.02,1050,1050,1080,1050
154638,1050,-3.82,3.24,0.1,1050,1050,1080,1050
154752,1050,-3.86,3.21,0.3,1050,1050,1080,1050
154885,1050,-3.82,3.24,0.21,1050,1050,1080,1050
154997,1050,-3.78,3.26,0.05,1050,1050,1080,1050
155133,1050,-3.75,3.23,0.25,1050,1050,1080,1050
155264,1050,-3.79,3.24,0.11,1050,1050,1080,1050
155379,1050,-3.81,3.21,0.25,1050,1050,1080,1050
155515,1050,-3.82,3.23,0.22,1050,1050,1080,1050
155644,1050,-3.8,3.23,0.13,1050,1050,1080,1050
155802,1050,-3.79,3.28,0.0,1050,1050,1080,1050
155914,1050,-3.81,3.24,0.43,1050,1050,1080,1050
156025,1050,-3.81,3.24,0.13,1050,1050,1080,1050
156203,1050,-3.83,3.25,0.19,1050,1050,1080,1050
156336,1050,-3.85,3.25,0.17,1050,1050,1080,1050
156474,1050,-3.84,3.23,0.15,1050,1050,1080,1050
156586,1050,-3.82,3.25,0.14,1050,1050,1080,1050
156723,1050,-3.83,3.24,0.02,1050,1050,1080,1050
156832,1050,-3.85,3.19,0.11,1050,1050,1080,1050
156965,1050,-3.8,3.21,0.14,1050,1050,1080,1050
157145,1050,-3.81,3.25,0.24,1050,1050,1080,1050
157257,1050,-3.82,3.22,0.11,1050,1050,1080,1050
157392,1050,-3.81,3.21,0.05,1050,1050,1080,1050
157503,1050,-3.86,3.2,0.09,1050,1050,1080,1050
157636,1050,-3.82,3.24,0.17,1050,1050,1080,1050
157768,1050,-3.82,3.21,0.18,1050,1050,1080,1050
157879,1050,-3.81,3.23,0.14,1050,1050,1080,1050
158017,1050,-3.81,3.24,0.23,1050,1050,1080,1050
158129,1050,-3.82,3.24,0.04,1050,1050,1080,1050
158263,1050,-3.83,3.22,0.07,1050,1050,1080,1050
158374,1050,-3.83,3.21,0.28,1050,1050,1080,1050
158485,1050,-3.85,3.21,0.4,1050,1050,1080,1050
158623,1050,-3.84,3.25,0.09,1050,1050,1080,1050
158734,1050,-3.84,3.29,0.1,1050,1050,1080,1050
158867,1050,-3.83,3.26,0.12,1050,1050,1080,1050
158999,1050,-3.81,3.29,0.02,1050,1050,1080,1050
159134,1050,-3.82,3.23,0.35,1050,1050,1080,1050
159270,1080,-3.8,3.21,0.15,1074,1078,1124,1072
159407,1129,-3.91,3.24,1.0,1086,1105,1198,1155
159544,1080,-3.81,2.96,1.24,1022,1089,1117,1120
159677,1050,-3.7,2.88,0.57,1050,1050,1080,1050
159808,1050,-3.91,2.9,0.64,1050,1050,1080,1050
159924,1050,-3.87,3.1,0.11,1050,1050,1080,1050
160057,1050,-3.8,3.23,-0.28,1050,1050,1080,1050
160169,1050,-3.89,3.24,-0.06,1050,1050,1080,1050
160279,1050,-3.83,3.35,0.03,1050,1050,1080,1050
160413,1050,-3.64,3.28,0.34,1050,1050,1080,1050
160525,1050,-3.65,3.32,0.27,1050,1050,1080,1050
160633,1050,-3.69,3.34,0.34,1050,1050,1080,1050
160744,1050,-3.78,3.31,0.4,1050,1050,1080,1050
160859,1050,-3.85,3.32,0.27,1050,1050,1080,1050
160994,1050,-3.81,3.24,0.02,1050,1050,1080,1050
161146,1050,-3.84,3.27,0.16,1050,1050,1080,1050
161303,1050,-3.82,3.27,0.22,1050,1050,1080,1050
161416,1050,-3.82,3.22,-0.02,1050,1050,1080,1050
161527,1050,-3.84,3.22,0.18,1050,1050,1080,1050
161706,1050,-3.83,3.2,0.18,1050,1050,1080,1050
161866,1050,-3.82,3.26,0.06,1050,1050,1080,1050
162000,1050,-3.85,3.25,0.2,1050,1050,1080,1050
162131,1050,-3.83,3.22,0.18,1050,1050,1080,1050
162267,1050,-3.85,3.27,0.1,1050,1050,1080,1050
162423,1062,-3.81,3.25,0.02,1058,1056,1109,1053
162563,1098,-3.79,3.19,0.47,1093,1112,1127,1088
162697,1050,-3.87,3.02,0.69,1050,1050,1080,1050
162833,1050,-3.97,3.08,-0.62,1050,1050,1080,1050
162946,1050,-3.59,3.0,-0.18,1050,1050,1080,1050
163053,1050,-3.7,3.07,0.11,1050,1050,1080,1050
163165,1050,-3.48,2.87,-1.05,1050,1050,1080,1050
163299,1050,-3.4,3.1,0.17,1050,1050,1080,1050
163431,1050,-3.51,3.1,0.02,1050,1050,1080,1050
163568,1050,-3.76,3.24,0.19,1050,1050,1080,1050
163680,1050,-3.88,3.22,0.19,1050,1050,1080,1050
163811,1050,-3.82,3.2,0.02,1050,1050,1080,1050
163944,1000,-3.81,3.22,0.39,1000,1000,1000,1000
164059,1000,-3.81,3.25,0.17,1000,1000,1000,1000
164194,1000,-3.82,3.23,0.21,1000,1000,1000,1000
164307,1000,-3.81,3.23,0.11,1000,1000,1000,1000
164414,1049,-3.8,3.26,0.31,1000,1000,1000,1000
164553,1498,-3.82,3.25,0.13,1000,1000,1000,1000
164669,1498,-3.82,3.24,0.28,1000,1000,1000,1000
164898,1498,-3.81,3.22,0.11,1000,1000,1000,1000
165036,1498,-3.81,3.21,0.27,1000,1000,1000,1000
165212,1498,-3.83,3.21,0.31,1000,1000,1000,1000
165329,1498,-3.81,3.24,0.22,1000,1000,1000,1000
165459,1498,-3.82,3.21,0.18,1000,1000,1000,1000
165600,1499,-3.8,3.24,0.24,1000,1000,1000,1000
165737,1498,-3.8,3.2,0.23,1000,1000,1000,1000
165871,1499,-3.81,3.21,0.15,1000,1000,1000,1000
166009,1498,-3.82,3.21,0.21,1000,1000,1000,1000
166119,1498,-3.84,3.21,0.16,1000,1000,1000,1000
166286,1498,-3.84,3.2,0.21,1000,1000,1000,1000
166397,1498,-3.84,3.17,0.11,1000,1000,1000,1000
166508,1498,-3.84,3.24,0.15,1000,1000,1000,1000
166648,1498,-3.8,3.21,0.41,1000,1000,1000,1000
166782,1498,-3.8,3.24,0.15,1000,1000,1000,1000
166900,1498,-3.8,3.23,0.13,1000,1000,1000,1000
167017,1499,-3.81,3.22,0.08,1000,1000,1000,1000
167148,1498,-3.83,3.23,0.21,1000,1000,1000,1000
167286,1498,-3.83,3.25,0.08,1000,1000,1000,1000
167517,1498,-3.83,3.2,0.29,1000,1000,1000,1000
167632,1498,-3.79,3.22,0.21,1000,1000,1000,1000
167769,1498,-3.78,3.22,0.15,1000,1000,1000,1000
167926,1498,-3.81,3.23,0.07,1000,1000,1000,1000
168063,1498,-3.81,3.23,0.11,1000,1000,1000,1000
168181,1498,-3.8,3.23,0.36,1000,1000,1000,1000
168318,1498,-3.86,3.21,0.23,1000,1000,1000,1000
168429,1498,-3.87,3.2,0.22,1000,1000,1000,1000
168549,1498,-3.84,3.22,0.11,1000,1000,1000,1000
168685,1498,-3.82,3.24,0.13,1000,1000,1000,1000
168822,1498,-3.85,3.24,0.15,1000,1000,1000,1000
169051,1498,-3.89,3.24,-0.6,1000,1000,1000,1000
169165,1498,-3.86,3.25,-0.21,1000,1000,1000,1000
169276,1499,-3.81,3.16,-0.21,1000,1000,1000,1000
169437,1498,-3.79,3.25,0.24,1000,1000,1000,1000
169573,1498,-3.81,3.19,-0.06,1000,1000,1000,1000
169707,1498,-3.82,3.22,0.4,1000,1000,1000,1000
169825,1498,-3.82,3.19,0.17,1000,1000,1000,1000
169959,1498,-3.84,3.19,0.18,1000,1000,1000,1000
170121,1498,-3.88,3.18,0.05,1000,1000,1000,1000
170259,1498,-3.83,3.21,0.22,1000,1000,1000,1000
170388,1498,-3.5,3.06,0.5,1000,1000,1000,1000
170527,1498,-3.89,3.18,1.5,1000,1000,1000,1000
170662,1498,-3.81,3.2,-0.82,1000,1000,1000,1000
170801,1498,-3.82,3.23,0.73,1000,1000,1000,1000
170912,1498,-3.81,3.21,0.24,1000,1000,1000,1000
171049,1498,-3.83,3.2,-0.07,1000,1000,1000,1000
171183,1499,-3.83,3.18,0.55,1000,1000,1000,1000
171369,1498,-3.81,3.18,-0.02,1000,1000,1000,1000
171505,1499,-3.85,3.13,0.37,1000,1000,1000,1000
171643,1498,-3.89,3.26,0.06,1000,1000,1000,1000
171755,1498,-3.81,3.19,0.16,1000,1000,1000,1000
171864,1498,-3.77,3.2,0.27,1000,1000,1000,1000
171977,1498,-3.83,3.2,0.58,1000,1000,1000,1000
172119,1498,-3.88,3.14,0.09,1000,1000,1000,1000
172232,1498,-3.86,3.11,0.44,1000,1000,1000,1000
172365,1498,-3.91,3.13,-0.15,1000,1000,1000,1000
172481,1498,-3.77,3.04,-0.18,1000,1000,1000,1000
172614,1498,-3.84,3.11,0.15,1000,1000,1000,1000
172754,1498,-3.9,3.13,0.53,1000,1000,1000,1000
172890,1498,-3.87,3.1,0.06,1000,1000,1000,1000
173029,1498,-3.91,3.11,0.0,1000,1000,1000,1000
173165,1498,-3.89,3.06,0.3,1000,1000,1000,1000
173303,1498,-3.9,3.09,-0.14,1000,1000,1000,1000
173441,1499,-3.92,3.19,0.25,1000,1000,1000,1000
173548,1498,-3.91,3.19,0.92,1000,1000,1000,1000
173666,1498,-3.88,3.15,0.52,1000,1000,1000,1000
173804,1498,-3.86,3.16,0.0,1000,1000,1000,1000
173938,1498,-3.93,3.16,0.22,1000,1000,1000,1000
174075,1498,-3.9,3.17,0.11,1000,1000,1000,1000
174213,1498,-3.88,3.16,0.21,1000,1000,1000,1000
174346,1498,-3.86,3.18,0.24,1000,1000,1000,1000
174460,1498,-3.88,3.16,0.32,1000,1000,1000,1000
174580,1498,-3.9,3.18,0.33,1000,1000,1000,1000
174715,1498,-3.9,3.16,0.27,1000,1000,1000,1000
174874,1498,-3.88,3.14,0.08,1000,1000,1000,1000
175007,1498,-3.9,3.15,0.15,1000,1000,1000,1000
175125,1498,-3.9,3.11,0.31,1000,1000,1000,1000
175255,1498,-3.88,3.14,0.32,1000,1000,1000,1000
175372,1498,-3.89,3.16,0.14,1000,1000,1000,1000
175510,1498,-3.9,3.21,0.18,1000,1000,1000,1000
